"","Course ID","Course Title","Course Credits","Section","Day","Time","Building","Instructor","Final Exam","Seats","Enroll","WaitList"
"1522","L32 Pol Sci 4070","Global Justice","3.0 Units","01","M------","2:00P-4:50P","TBA","Lovett","No Final","20","0","0"
"1523","L32 Pol Sci 415","Senior Thesis Research","3.0 Units","01","TBA","","TBA","Lovett","No Final","20","0","0"
"1524","L32 Pol Sci 428","Topics in Comparative Politics: Politics and Identity","3.0 Units","01","-T-R---","1:00P-2:20P","TBA","Shady","May  7 2024  1:00PM -  3:00PM","25","0","0"
"1525","L32 Pol Sci 495","Research Design and Methods","3.0 Units","01","-T-R---","10:00A-11:20A","TBA","Gabel","No Final","30","0","0"
"1526","L32 Pol Sci 5010","Voting, Elections, and the American Electoral Process","3.0 Units","01","-T-----","8:00A-9:50A","TBA","Reeves","No Final","10","0","0"
"1527","L32 Pol Sci 5024","Causal Inference","3.0 Units","01","M------","4:00P-5:50P","TBA","Lucas","No Final","20","0","0"
"1528","L32 Pol Sci 5024","Causal Inference","3.0 Units","A","----F--","10:00A-10:50A","TBA","Lucas","No Final","20","0","0"
"1529","L32 Pol Sci 5025","Political Economy Workshop","1.0 Unit","01","M------","1:00P-1:50P","TBA","[TBA]","No Final","15","0","0"
"1530","L32 Pol Sci 5035","Political Data Science Lab","1.0 Unit","01","--W----","1:00P-1:50P","Seigle / 248   ","[TBA]","No Final","15","0","0"
"1531","L32 Pol Sci 5045","American Politics Workshop","1.0 Unit","01","-T-----","1:00P-1:50P","Seigle / 248   ","Reeves, Carlson","No Final","15","0","0"
"1532","L32 Pol Sci 5046","Forced Displacement and the Politics of Seeking Refuge","3.0 Units","01","-T-R---","2:30P-3:50P","TBA","Shady","May  8 2024  3:30PM -  5:30PM","25","0","0"
"1533","L32 Pol Sci 506","Theories of Individual and Collective Choice II","3.0 Units","01","M------","8:00A-9:50A","TBA","Schnakenberg","May  2 2024  8:00AM - 10:00AM","15","0","0"
"1534","L32 Pol Sci 506","Theories of Individual and Collective Choice II","3.0 Units","A","----F--","2:00P-2:50P","TBA","Schnakenberg","No Final","15","0","0"
"1535","L32 Pol Sci 5075","International Relations Workshop","3.0 Units","01","---R---","1:00P-1:50P","Seigle / 248   ","Wayne","No Final","19","0","0"
"1536","L32 Pol Sci 5082","Research Seminar in Formal Political Theory: Political Institutions","3.0 Units","01","M------","5:30P-7:30P","TBA","Fox","No Final","15","0","0"
"1537","L32 Pol Sci 5093","History of Political Thought III: Liberty, Democracy, and Revolution","3.0 Units","01","M-W----","10:00A-11:20A","TBA","Lovett","May  6 2024 10:30AM - 12:30PM","40","0","0"
"1538","L32 Pol Sci 515","Seminar in Comparative Politics: Comparative Political Economy","3.0 Units","01","---R---","2:30P-4:20P","TBA","Rosas","No Final","12","0","0"
"1539","L32 Pol Sci 5225","Topics in American Politics: Judicial Politics","3.0 Units","01","--W----","2:00P-3:50P","TBA","Spriggs","No Final","12","0","0"
"1540","L32 Pol Sci 552","Research in Political Science","Var. Units (max = 6.0)","01","TBA","","TBA","[TBA]","No Final","0","0","0"
"1541","L32 Pol Sci 552","Research in Political Science","Var. Units (max = 6.0)","02","TBA","","TBA","[TBA]","No Final","0","0","0"
"1542","L32 Pol Sci 5521","Political Violence","3.0 Units","01","-T-----","10:00A-11:50A","Seigle / 272   ","Aksoy","No Final","10","0","0"
"1543","L32 Pol Sci 5570","Seminar in Security and Conflict","3.0 Units","01","-T-----","2:30P-4:20P","TBA","Carter","No Final","12","0","0"
"1544","L32 Pol Sci 5678","American Political Behavior","3.0 Units","01","---R---","8:00A-9:50A","TBA","Carlson","No Final","20","0","0"
"1545","L32 Pol Sci 568","Graduate Field Survey in Political Theory","3.0 Units","01","--W----","10:00A-11:50A","Seigle / 248   ","Lovett, Hayward","No Final","20","0","0"
"1546","L32 Pol Sci 581","Quantitative Political Methodology I","3.0 Units","01","M-W----","3:00P-3:50P","TBA","Lucas","No Final","20","0","0"
"1547","L32 Pol Sci 581","Quantitative Political Methodology I","3.0 Units","A","---R---","10:00A-10:50A","Seigle / 248   ","Lucas","No Final","20","0","0"
"1548","L32 Pol Sci 5901","Research Workshop II","3.0 Units","01","--W----","8:00A-9:50A","TBA","Butler","No Final","20","0","0"
"1549","L89 Sphr 234","Introduction to Speech, Language, and Hearing Sciences","3.0 Units","01","-T-R---","8:30A-9:50A","TBA","Ruth Altmiller","No Final","24","0","0"
"1550","L52 ARC 190B","Introduction to Archaeology","3.0 Units","01","M-W-F--","9:00A-9:50A","TBA","Olson","No Final","250","0","0"
"1551","L52 ARC 300","Internship in Archaeology","Var. Units (max = 3.0)","01","TBA","","TBA","Baitzel","No Final","0","0","0"
"1552","L52 ARC 3211","Art in the Egypt of the Pharaohs","3.0 Units","01","M-W----","11:30A-12:50P","Kemper / 103   ","Aravecchia","May  7 2024 10:30AM - 12:30PM","40","0","0"
"1553","L52 ARC 334","Roman Art and Archaeology","3.0 Units","01","M-W----","4:00P-5:20P","Kemper / 103   ","Jones","May  3 2024  6:00PM -  8:00PM","40","0","0"
"1554","L52 ARC 372","Geoarchaeology","3.0 Units","01","M-W----","4:00P-5:20P","McMillan / G056  ","Kidder","Paper/Project/Take Home","25","0","0"
"1555","L52 ARC 373","Introduction to GIS for Anthropologists","3.0 Units","01","M-W----","1:00P-2:20P","TBA","Olson","Paper/Project/Take Home","20","0","0"
"1556","L52 ARC 4211","Ethnobotany","3.0 Units","01","-T-R---","10:00A-11:20A","McMillan / G056  ","Mueller","Paper/Project/Take Home","10","0","0"
"1557","L52 ARC 4655","New Advances in Archaeology","3.0 Units","01","MT-R---","9:00A-9:50A","McMillan / 101   ","Liu","No Final","15","0","0"
"1558","L59 CWP 120","College Writing: Text & Traditions","3.0 Units","01","-T-R---","2:30P-3:50P","TBA","[TBA]","No Final","12","0","0"
"1559","L59 CWP 201","Writing Workshop","1.0 Unit","01","---R---","9:00A-9:50A","TBA","Iler","No Final","15","0","0"
"1560","L59 CWP 204","Food Writing Workshop: From Identity to Social Justice","3.0 Units","01","M-W-F--","1:00P-1:50P","TBA","Grady","No Final","12","0","0"
"1561","L59 CWP 205","Conspiracy Theories and Online Hoaxes: The Rhetoric of Disinformation","3.0 Units","01","-T-R---","1:00P-2:20P","TBA","Iler","No Final","12","0","0"
"1562","L53 Film 220","Introduction to Film Studies","3.0 Units","01","-T-R---","11:30A-12:50P","TBA","Fleury","May  6 2024  1:00PM -  3:00PM","19","0","0"
"1563","L53 Film 220","Introduction to Film Studies","3.0 Units","A","--W----","4:00P-6:50P","TBA","Fleury","Default - none","19","0","0"
"1564","L53 Film 225","Making Movies I","3.0 Units","01","-T-R---","2:30P-3:50P","Seigle / L016  ","Maitre","See Instructor","0","0","0"
"1565","L53 Film 305","Music and Masculinity in the Movies of Martin Scorsese","3.0 Units","01","M-W----","1:00P-2:20P","TBA","Decker","May  8 2024  1:00PM -  3:00PM","40","0","0"
"1566","L53 Film 305","Music and Masculinity in the Movies of Martin Scorsese","3.0 Units","A","M------","4:00P-6:50P","TBA","Decker","Default - none","40","0","0"
"1567","L53 Film 311","Documentary Production","3.0 Units","01","----F--","1:00P-3:50P","Seigle / L016  ","Maitre","See Instructor","0","0","0"
"1568","L53 Film 3211","Contemporary Chinese Popular Culture","3.0 Units","01","M-W----","2:30P-3:50P","TBA","Chen, Jianqing","Paper/Project/Take Home","25","0","0"
"1569","L53 Film 3211","Contemporary Chinese Popular Culture","3.0 Units","A","M------","7:00P-9:00P","TBA","Chen, Jianqing","No Final","25","0","0"
"1570","L53 Film 330","History of American Cinema","3.0 Units","01","M-W----","11:30A-12:50P","TBA","Powers","May  7 2024 10:30AM - 12:30PM","0","0","0"
"1571","L53 Film 330","History of American Cinema","3.0 Units","A","M------","7:00P-10:00P","Brown / 100   ","Powers","No Final","0","0","0"
"1572","L53 Film 333","Making Movies II: Intermediate Narrative Filmmaking","3.0 Units","01","-T-R---","4:00P-5:20P","Seigle / L016  ","Maitre","See Instructor","0","0","0"
"1573","L53 Film 349","Media Cultures","3.0 Units","01","-T-R---","11:30A-12:50P","TBA","Hilu","May  6 2024  1:00PM -  3:00PM","19","0","0"
"1574","L53 Film 349","Media Cultures","3.0 Units","A","-T-----","7:00P-10:00P","TBA","Hilu","Default - none","19","0","0"
"1575","L53 Film 350","History of Electronic Media: From Radio to Television to Digital","3.0 Units","01","-T-R---","2:30P-3:50P","TBA","Hilu","May  8 2024  3:30PM -  5:30PM","0","0","0"
"1576","L53 Film 350","History of Electronic Media: From Radio to Television to Digital","3.0 Units","A","--W----","7:00P-10:00P","TBA","Hilu","No Final","0","0","0"
"1577","L53 Film 352","Introduction to Screenwriting","3.0 Units","01","-T-R---","10:00A-11:20A","TBA","Chapman","No Final","0","0","0"
"1578","L53 Film 353","Writing Episodic Television","3.0 Units","01","M-W----","10:00A-11:20A","TBA","Chapman","No Final","0","0","0"
"1579","L53 Film 420","Film Theory","3.0 Units","01","-T-R---","8:30A-9:50A","TBA","Studlar","May  3 2024  1:00PM -  3:00PM","0","0","0"
"1580","L53 Film 420","Film Theory","3.0 Units","02","-T-R---","11:30A-12:50P","TBA","Studlar","May  6 2024  1:00PM -  3:00PM","0","0","0"
"1581","L53 Film 420","Film Theory","3.0 Units","A","-T-----","7:00P-10:00P","Brown / 100   ","Studlar","No Final","0","0","0"
"1582","L53 Film 431","Renegades and Radicals: The Japanese New Wave","3.0 Units","01","-T-R---","10:00A-11:20A","TBA","Lewis","May  7 2024  6:00PM -  8:00PM","19","0","0"
"1583","L53 Film 431","Renegades and Radicals: The Japanese New Wave","3.0 Units","A","--W----","7:00P-10:00P","TBA","Lewis","Default - none","19","0","0"
"1584","L53 Film 432","Global Art Cinema","3.0 Units","01","-T-R---","1:00P-2:20P","TBA","Burnett","May  7 2024  1:00PM -  3:00PM","19","0","0"
"1585","L53 Film 432","Global Art Cinema","3.0 Units","A","-T-----","4:00P-6:50P","TBA","Burnett","Default - none","19","0","0"
"1586","L53 Film 452","Advanced Screenwriting","3.0 Units","01","-T-R---","1:00P-2:20P","TBA","Chapman","No Final","0","0","0"
"1587","L53 Film 478","Topics in Transmedia Franchises","3.0 Units","01","M-W----","10:00A-11:20A","TBA","Fleury","May  6 2024 10:30AM - 12:30PM","19","0","0"
"1588","L53 Film 478","Topics in Transmedia Franchises","3.0 Units","A","M------","4:00P-6:50P","TBA","Fleury","No Final","19","0","0"
"1589","L53 Film 501","Advanced Moving Image Analysis and Criticism","3.0 Units","01","M-W----","1:00P-2:20P","TBA","Burnett","May  8 2024  1:00PM -  3:00PM","19","0","0"
"1590","L53 Film 501","Advanced Moving Image Analysis and Criticism","3.0 Units","A","M------","4:00P-6:50P","Seigle / 408   ","Burnett","No Final","19","0","0"
"1591","L53 Film 5431","Renegades and Radicals: The Japanese New Wave","3.0 Units","01","-T-R---","10:00A-11:20A","TBA","Lewis","May  7 2024  6:00PM -  8:00PM","19","0","0"
"1592","L53 Film 5431","Renegades and Radicals: The Japanese New Wave","3.0 Units","A","--W----","7:00P-10:00P","TBA","Lewis","Default - none","19","0","0"
"1593","L53 Film 5432","Global Art Cinema","3.0 Units","01","-T-R---","1:00P-2:20P","TBA","Burnett","May  7 2024  1:00PM -  3:00PM","19","0","0"
"1594","L53 Film 5432","Global Art Cinema","3.0 Units","A","-T-----","4:00P-6:50P","TBA","Burnett","Default - none","19","0","0"
"1595","L53 Film 5478","Topics in Transmedia Franchises","3.0 Units","01","M-W----","10:00A-11:20A","TBA","Fleury","May  6 2024 10:30AM - 12:30PM","19","0","0"
"1596","L53 Film 5478","Topics in Transmedia Franchises","3.0 Units","A","M------","4:00P-6:50P","TBA","Fleury","No Final","19","0","0"
"1597","L93 IPH 201A","Puzzles and Revolutions: Text and Traditions","3.0 Units","01","-T-R---","4:00P-5:20P","TBA","Kadowaki","May  8 2024  6:00PM -  8:00PM","19","0","0"
"1598","L93 IPH 201C","Classical to Renaissance Literature: Text and Traditions","3.0 Units","01","M-W----","11:30A-12:50P","TBA","Purchase","Paper/Project/Take Home","19","0","0"
"1599","L93 IPH 203C","Early Political Thought: Text and Traditions","3.0 Units","01","M-W----","4:00P-5:20P","TBA","Gais","Paper/Project/Take Home","19","0","0"
"1600","L93 IPH 207C","Modern Political Thought: Text and Traditions","3.0 Units","01","M-W----","3:00P-3:50P","TBA","Bademsoy","Paper/Project/Take Home","19","0","0"
"1601","L93 IPH 3050","Literary Modernities in Europe and America: Text and Traditions","3.0 Units","01","M-W----","1:00P-2:20P","TBA","Cuille'","Paper/Project/Take Home","15","0","0"
"1602","L93 IPH 310","The Intellectual History of Sex and Gender: Text and Traditions","3.0 Units","01","-T-R---","10:00A-11:20A","TBA","Purchase","Paper/Project/Take Home","19","0","0"
"1603","L93 IPH 3123","Introduction to Digital Humanities","3.0 Units","01","M-W-F--","3:00P-3:50P","TBA","[TBA]","Paper/Project/Take Home","19","0","0"
"1604","L93 IPH 399","Internship in Digital Humanities","Var. Units (max = 6.0)","01","TBA","","TBA","Loewenstein","No Final","1","0","0"
"1605","L93 IPH 401","IPH Thesis Prospectus Workshop","3.0 Units","01","M------","2:30P-4:50P","TBA","Ake","Paper","10","0","0"
"1606","L93 IPH 405","Theory and Methods in the Humanities","3.0 Units","01","-T-R---","2:30P-3:50P","TBA","Williams, Yang","Paper/Project/Take Home","19","0","0"
"1607","L93 IPH 427","Technology and Feminist Practice","3.0 Units","01","M-W----","10:00A-11:20A","TBA","Ake","Paper/Project/Take Home","19","0","0"
"1608","L93 IPH 432","Programming for Text Analysis: Introduction to Literary Text Mining in R","3.0 Units","01","-T-R---","11:30A-12:50P","TBA","Erlin, Knox","Paper/Project/Take Home","19","0","0"
"1609","L93 IPH 455","IPH Senior Colloquium: Capstone","3.0 Units","01","M------","2:30P-4:50P","TBA","Ake","No Final","8","0","0"
"1610","L93 IPH 4621","Topics in Literature: Queer Youth: LGBTQ Narratives of Coming-of-Age and Coming Out in North America","3.0 Units","01","M-W----","11:30A-12:50P","TBA","Eng","Paper/Project/Take Home","15","0","0"
"1611","L93 IPH 494","Milton","3.0 Units","01","-T-R---","10:00A-11:20A","TBA","Loewenstein","Paper/Project/Take Home","19","0","0"
"1612","L93 IPH 532","Programming for Text Analysis: Introduction to Literary Text Mining in R","3.0 Units","01","-T-R---","11:30A-12:50P","TBA","Erlin, Knox","Paper/Project/Take Home","19","0","0"
"1613","L93 IPH 590","Digital Humanities in the Classroom","3.0 Units","01","TBA","","(None) /       ","Loewenstein","No Final","1","0","0"
"1614","L93 IPH 590","Digital Humanities in the Classroom","3.0 Units","02","TBA","","(None) /       ","Loewenstein","No Final","1","0","0"
"1615","L93 IPH 599","Internship in Digital Humanities","Var. Units (max = 6.0)","01","TBA","","(None) /       ","Loewenstein","No Final","1","0","0"
"1616","L93 IPH 599","Internship in Digital Humanities","Var. Units (max = 6.0)","02","TBA","","(None) /       ","Loewenstein","No Final","1","0","0"
"1617","L85 MedH 130","The Art of Medicine","3.0 Units","01","-T-----","2:30P-4:20P","TBA","Messbarger, Olynyk","Paper/Project/Take Home","75","0","0"
"1618","L85 MedH 130","The Art of Medicine","3.0 Units","A","---R---","2:30P-3:20P","TBA","[TBA]","No Final","15","0","0"
"1619","L85 MedH 130","The Art of Medicine","3.0 Units","B","---R---","3:30P-4:20P","TBA","[TBA]","No Final","15","0","0"
"1620","L85 MedH 130","The Art of Medicine","3.0 Units","C","---R---","2:30P-3:20P","TBA","[TBA]","No Final","15","0","0"
"1621","L85 MedH 130","The Art of Medicine","3.0 Units","D","---R---","3:30P-4:20P","TBA","[TBA]","No Final","15","0","0"
"1622","L85 MedH 130","The Art of Medicine","3.0 Units","E","---R---","2:30P-3:20P","TBA","[TBA]","No Final","15","0","0"
"1623","L85 MedH 1640","Health and Disease in World History","3.0 Units","01","M-W----","11:00A-11:50A","TBA","Ramos","May  7 2024 10:30AM - 12:30PM","80","0","0"
"1624","L85 MedH 1640","Health and Disease in World History","3.0 Units","A","----F--","11:00A-11:50A","TBA","Ramos","See Instructor","20","0","0"
"1625","L85 MedH 1640","Health and Disease in World History","3.0 Units","B","----F--","12:00P-12:50P","TBA","Ramos","See Instructor","20","0","0"
"1626","L85 MedH 1640","Health and Disease in World History","3.0 Units","C","----F--","2:00P-2:50P","TBA","Ramos","See Instructor","20","0","0"
"1627","L85 MedH 1640","Health and Disease in World History","3.0 Units","D","----F--","3:00P-3:50P","TBA","Ramos","See Instructor","20","0","0"
"1628","L85 MedH 214","Medical French","3.0 Units","01","M-W-F--","1:00P-1:50P","TBA","Jouane","Paper/Project/Take Home","15","0","0"
"1629","L85 MedH 214","Medical French","3.0 Units","02","M-W-F--","1:00P-1:50P","TBA","[TBA]","Paper/Project/Take Home","15","0","0"
"1630","L85 MedH 233F","Biomedical Ethics","3.0 Units","01","M-W----","4:00P-5:20P","TBA","Evans","No Final","35","0","0"
"1631","L85 MedH 233F","Biomedical Ethics","3.0 Units","02","-T-R---","11:30A-12:50P","TBA","Ciurria","See Instructor","35","0","0"
"1632","L85 MedH 233F","Biomedical Ethics","3.0 Units","03","-T-R---","4:00P-5:20P","TBA","Ciurria","No Final","35","0","0"
"1633","L85 MedH 301R","Historical Methods - European History","3.0 Units","01","-T-R---","4:00P-5:20P","TBA","Bornstein","Paper/Project/Take Home","15","0","0"
"1634","L85 MedH 3041","Making Sex and Gender: Understanding the History of the Body","3.0 Units","01","-T-R---","10:00A-11:20A","TBA","Cislo","Paper/Project/Take Home","0","0","0"
"1635","L85 MedH 307","Writing and Medicine","3.0 Units","01","-T-R---","8:30A-9:50A","TBA","Arch","Paper/Project/Take Home","0","0","0"
"1636","L85 MedH 353","Medical Spanish","3.0 Units","01","-T-R---","10:00A-11:20A","TBA","Chambers","No Final","12","0","0"
"1637","L85 MedH 353","Medical Spanish","3.0 Units","02","-T-R---","11:30A-12:50P","TBA","Chambers","No Final","12","0","0"
"1638","L85 MedH 360","Trans Studies","3.0 Units","01","M-W----","1:00P-2:20P","TBA","Kimoto","Paper/Project/Take Home","0","0","0"
"1639","L85 MedH 3801","Ancient Greek and Roman Medicine","3.0 Units","01","M-W----","9:00A-9:50A","TBA","Salas","May  3 2024  8:00AM - 10:00AM","70","0","0"
"1640","L85 MedH 3801","Ancient Greek and Roman Medicine","3.0 Units","A","----F--","9:00A-9:50A","TBA","[TBA]","See Instructor","18","0","0"
"1641","L85 MedH 3801","Ancient Greek and Roman Medicine","3.0 Units","B","----F--","9:00A-9:50A","TBA","[TBA]","See Instructor","18","0","0"
"1642","L85 MedH 3801","Ancient Greek and Roman Medicine","3.0 Units","C","----F--","9:00A-9:50A","TBA","[TBA]","See Instructor","18","0","0"
"1643","L85 MedH 3801","Ancient Greek and Roman Medicine","3.0 Units","D","----F--","9:00A-9:50A","TBA","[TBA]","See Instructor","18","0","0"
"1644","L85 MedH 391W","Literature and Medicine","3.0 Units","01","-T-R---","10:00A-11:20A","TBA","Arch","Paper/Project/Take Home","0","0","0"
"1645","L85 MedH 408","Disease, Madness, and Death Italian Style","3.0 Units","01","-T-R---","11:30A-12:50P","TBA","Messbarger","No Final","15","0","0"
"1646","L85 MedH 4601","Historical Racial Violence: Legacies & Reckonings","3.0 Units","01","-T-R---","2:30P-3:50P","TBA","Ward","Paper/Project/Take Home","20","0","0"
"1647","L37 PORTUG 103","Portuguese for Romance Language Speakers I","3.0 Units","01","M-W-F--","10:00A-10:50A","TBA","Dowell","May  2 2024  1:00PM -  3:00PM","15","0","0"
"1648","L37 PORTUG 104","Portuguese for Romance Language Speakers II","3.0 Units","01","M-W-F--","1:00P-1:50P","TBA","Dowell","May  2 2024  1:00PM -  3:00PM","15","0","0"
"1649","L37 PORTUG 215","Reading and Conversation I","3.0 Units","01","-T-R---","8:30A-9:50A","TBA","Dowell","May  2 2024  1:00PM -  3:00PM","15","0","0"
"1650","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","01","TBA","","TBA","Liu","Default - none","0","0","0"
"1651","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","02","TBA","","TBA","Jones","Default - none","0","0","0"
"1652","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","03","TBA","","TBA","Tessmer","Default - none","0","0","0"
"1653","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","04","TBA","","TBA","Chen","Default - none","0","0","0"
"1654","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","05","TBA","","TBA","Moore","Default - none","0","0","0"
"1655","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","06","TBA","","TBA","Tatlock","Default - none","0","0","0"
"1656","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","07","TBA","","TBA","Knoblauch-O'Neal","Default - none","0","0","0"
"1657","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","08","TBA","","TBA","Gross","Default - none","0","0","0"
"1658","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","09","TBA","","TBA","Gross","Default - none","0","0","0"
"1659","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","10","TBA","","TBA","Gross","Default - none","0","0","0"
"1660","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","11","TBA","","TBA","Gross","Default - none","0","0","0"
"1661","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","12","TBA","","TBA","Gross","Default - none","0","0","0"
"1662","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","13","TBA","","TBA","Gross","Default - none","0","0","0"
"1663","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","14","TBA","","TBA","Gross","Default - none","0","0","0"
"1664","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","15","TBA","","TBA","Gross","Default - none","0","0","0"
"1665","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","16","TBA","","TBA","Gross","Default - none","0","0","0"
"1666","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","17","TBA","","TBA","Gross","Default - none","0","0","0"
"1667","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","18","TBA","","TBA","Gross","Default - none","0","0","0"
"1668","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","19","TBA","","TBA","Gross","Default - none","0","0","0"
"1669","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","20","TBA","","TBA","Bradley","Default - none","0","0","0"
"1670","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","22","TBA","","TBA","Berliant","Default - none","0","0","0"
"1671","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","23","TBA","","TBA","Elmesky","Default - none","0","0","0"
"1672","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","30","TBA","","TBA","Micir","Default - none","0","0","0"
"1673","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","32","TBA","","TBA","Cuille'","Default - none","0","0","0"
"1674","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","33","TBA","","TBA","Tatlock","Default - none","0","0","0"
"1675","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","34","TBA","","TBA","Valerio","Default - none","0","0","0"
"1676","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","35","TBA","","TBA","Watt","Default - none","0","0","0"
"1677","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","37","TBA","","TBA","Chen","Default - none","0","0","0"
"1678","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","40","TBA","","TBA","Knese","Default - none","0","0","0"
"1679","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","41","TBA","","TBA","Lang","Default - none","0","0","0"
"1680","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","42","TBA","","TBA","Steinbeck","Default - none","0","0","0"
"1681","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","43","TBA","","TBA","Hazlett","Default - none","0","0","0"
"1682","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","44","TBA","","TBA","Wessel","Default - none","0","0","0"
"1683","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","45","TBA","","TBA","Schnakenberg","Default - none","0","0","0"
"1684","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","46","TBA","","TBA","Masterson","Default - none","0","0","0"
"1685","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","47","TBA","","TBA","Connor","Default - none","0","0","0"
"1686","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","48","TBA","","TBA","Ortmann","Default - none","0","0","0"
"1687","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","50","TBA","","TBA","Schuman","Default - none","0","0","0"
"1688","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","52","TBA","","TBA","Henrichs","Default - none","0","0","0"
"1689","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","54","TBA","","TBA","Gross","Default - none","0","0","0"
"1690","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","55","TBA","","TBA","Rosenfeld","Default - none","0","0","0"
"1691","LGS GSAS 600","Mentored Teaching Experience","0.0 Unit","56","TBA","","TBA","Krussel","Default - none","0","0","0"
"1692","LGS GSAS 603","Mentored Professional Experience","0.0 Unit","02","TBA","","TBA","Swan","Default - none","0","0","0"
"1693","LGS GSAS 603","Mentored Professional Experience","0.0 Unit","04","TBA","","TBA","Chen","Default - none","0","0","0"
"1694","LGS GSAS 603","Mentored Professional Experience","0.0 Unit","05","TBA","","TBA","Moore","Default - none","0","0","0"
"1695","LGS GSAS 603","Mentored Professional Experience","0.0 Unit","06","TBA","","TBA","Tatlock","Default - none","0","0","0"
"1696","LGS GSAS 603","Mentored Professional Experience","0.0 Unit","18","TBA","","TBA","Vigueira","Default - none","0","0","0"
"1697","LGS GSAS 603","Mentored Professional Experience","0.0 Unit","30","TBA","","TBA","Micir","Default - none","0","0","0"
"1698","LGS GSAS 603","Mentored Professional Experience","0.0 Unit","33","TBA","","TBA","Tatlock","Default - none","0","0","0"
"1699","LGS GSAS 603","Mentored Professional Experience","0.0 Unit","34","TBA","","TBA","Valerio","Default - none","0","0","0"
"1700","LGS GSAS 603","Mentored Professional Experience","0.0 Unit","37","TBA","","TBA","Chen","Default - none","0","0","0"
"1701","LGS GSAS 603","Mentored Professional Experience","0.0 Unit","55","TBA","","TBA","Rosenfeld","Default - none","0","0","0"
"1702","LGS GSAS 9000","Full-time Graduate Research/Study","0.0 Unit","01","TBA","","TBA","Liu","Default - none","0","0","0"
"1703","LGS GSAS 9000","Full-time Graduate Research/Study","0.0 Unit","02","TBA","","TBA","Jones","Default - none","0","0","0"
"1704","LGS GSAS 9000","Full-time Graduate Research/Study","0.0 Unit","03","TBA","","TBA","Tessmer","Default - none","0","0","0"
"1705","LGS GSAS 9000","Full-time Graduate Research/Study","0.0 Unit","04","TBA","","TBA","Chen","Default - none","0","0","0"
"1706","LGS GSAS 9000","Full-time Graduate Research/Study","0.0 Unit","05","TBA","","TBA","Moore","Default - none","0","0","0"
"1707","LGS GSAS 9000","Full-time Graduate Research/Study","0.0 Unit","06","TBA","","TBA","Tatlock","Default - none","0","0","0"
"1708","LGS GSAS 9000","Full-time Graduate Research/Study","0.0 Unit","07","TBA","","TBA","Knoblauch-O'Neal","Default - none","0","0","0"
"1709","LGS GSAS 9000","Full-time Graduate Research/Study","0.0 Unit","08","TBA","","TBA","Bryant","Default - none","0","0","0"
"1710","LGS GSAS 9000","Full-time Graduate Research/Study","0.0 Unit","09","TBA","","TBA","Dukes","Default - none","0","0","0"
"1711","LGS GSAS 9000","Full-time Graduate Research/Study","0.0 Unit","10","TBA","","TBA","Holmes","Default - none","0","0","0"
"1712","LGS GSAS 9000","Full-time Graduate Research/Study","0.0 Unit","11","TBA","","TBA","Vogt","Default - none","0","0","0"
"1713","LGS GSAS 9000","Full-time Graduate Research/Study","0.0 Unit","12","TBA","","TBA","Dukes","Default - none","0","0","0"
